School_Code|acyear|Class1_Total_Enr_Boys|Class2_Total_Enr_Boys|Class3_Total_Enr_Boys|Class4_Total_Enr_Boys|Class5_Total_Enr_Boys|Class6_Total_Enr_Boys|Class7_Total_Enr_Boys|Class8_Total_Enr_Boys|Class1_Total_Enr_Girls|Class2_Total_Enr_Girls|Class3_Total_Enr_Girls|Class4_Total_Enr_Girls|Class5_Total_Enr_Girls|Class6_Total_Enr_Girls|Class7_Total_Enr_Girls|Class8_Total_Enr_Girls
29060704501|2010-11|9|13|12|4|12|10|20|15|8|5|12|11|13|3|10|7
29060703201|2010-11|8|15|21|20|31|10|12|7|16|17|23|13|20|11|10|8
29060703301|2010-11|16|10|13|15|8|18|0|0|12|11|14|10|13|14|0|0
29060703401|2010-11|21|21|21|24|23|22|32|0|21|32|30|19|19|13|17|0
29060703402|2010-11|13|28|28|16|16|0|0|0|27|26|17|24|10|0|0|0
29060703404|2010-11|19|19|22|24|0|0|0|0|11|8|4|2|0|0|0|0
29060704601|2010-11|28|18|34|32|33|26|30|0|22|25|20|17|20|14|11|0
29060703406|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|10|27|0
29060703501|2010-11|7|9|11|8|7|0|0|0|1|10|5|4|4|0|0|0
29060703601|2010-11|24|17|29|26|15|28|17|22|26|28|28|15|24|23|14|21
29060703701|2010-11|17|12|19|18|19|21|18|0|23|20|10|20|18|17|19|0
29060704701|2010-11|7|6|6|6|4|0|0|0|8|7|3|2|4|0|0|0
29060703801|2010-11|33|12|31|21|13|4|14|13|18|21|32|19|20|10|7|6
29060703802|2010-11|1|1|2|4|2|0|0|0|4|2|2|6|3|0|0|0
29060703901|2010-11|15|24|17|6|14|8|0|0|10|15|7|6|9|8|0|0
29060704001|2010-11|6|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29060705003|2010-11|11|15|9|12|7|7|0|0|11|13|12|7|7|4|0|0
29060704112|2010-11|0|0|0|0|0|26|13|7|0|0|0|0|0|2|9|6
29060704113|2010-11|9|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0
29060705401|2010-11|9|15|9|13|6|10|16|0|3|4|9|12|11|12|22|0
29060705902|2010-11|4|2|16|6|7|6|8|0|4|12|10|17|5|12|8|0
29060704401|2010-11|8|8|8|4|9|9|16|0|8|13|6|10|7|11|9|0
29060706101|2010-11|13|19|29|34|26|21|26|11|21|27|35|25|22|31|16|6
29060706602|2010-11|16|13|15|16|23|27|28|27|11|12|12|11|20|19|24|20
29060707101|2010-11|8|5|8|7|11|1|0|0|9|7|8|7|4|6|0|0
29060704602|2010-11|21|11|15|10|15|15|19|0|24|15|12|15|12|19|12|0
29060704605|2010-11|13|0|0|0|0|0|0|0|25|0|0|0|0|0|0|0
29060707501|2010-11|9|11|18|12|11|18|14|0|7|17|20|16|10|11|13|0
29060704606|2010-11|7|11|0|0|0|0|0|0|12|8|0|0|0|0|0|0
29060706708|2010-11|12|0|1|0|0|0|0|0|11|1|0|0|0|0|0|0
29060707801|2010-11|8|8|5|4|12|0|0|0|9|12|9|9|11|0|0|0
29060704801|2010-11|6|4|4|5|3|0|0|0|4|4|6|7|7|0|0|0
29060704901|2010-11|11|9|7|6|4|0|0|0|6|5|9|10|9|0|0|0
29060705001|2010-11|8|11|1|1|3|0|0|0|8|9|6|7|0|0|0|0
29060708001|2010-11|10|9|6|10|4|5|5|0|7|12|4|2|7|5|4|0
29060705002|2010-11|4|5|5|11|5|10|20|0|7|10|7|6|3|9|14|0
29060705101|2010-11|8|7|12|9|9|12|12|0|8|7|13|5|6|8|3|0
29060705201|2010-11|27|28|21|32|29|24|19|30|19|35|41|35|28|16|19|7
29060708301|2010-11|32|16|28|13|18|18|14|20|22|14|6|16|3|4|6|3
29060705301|2010-11|13|11|17|17|20|11|9|0|13|11|18|18|15|20|10|0
29060705302|2010-11|1|4|2|2|4|0|0|0|2|4|4|5|1|0|0|0
29060705501|2010-11|19|21|17|16|23|17|5|15|21|16|29|10|15|9|17|10
29060708601|2010-11|33|21|28|18|13|16|0|0|27|27|30|16|22|16|0|0
29060705701|2010-11|11|18|13|18|19|15|21|14|24|19|21|15|23|20|10|13
29060705801|2010-11|9|19|12|11|11|0|0|0|12|10|8|9|9|0|0|0
29060705901|2010-11|27|38|80|62|36|36|37|0|16|17|30|47|30|7|8|0
29060708801|2010-11|9|14|6|13|8|0|0|0|9|17|8|9|8|0|0|0
29060705904|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|63|20|23
29060705907|2010-11|26|29|0|0|0|0|0|0|26|19|0|0|0|0|0|0
29060708903|2010-11|4|8|2|7|0|0|0|0|1|11|3|12|0|0|0|0
29060706001|2010-11|18|10|14|18|13|10|12|0|20|10|15|15|7|11|16|0
29060706002|2010-11|5|0|2|1|1|0|0|0|3|2|2|2|2|0|0|0
29060706004|2010-11|9|6|6|7|8|7|0|0|13|4|6|10|2|8|0|0
29060709302|2010-11|12|13|6|5|0|0|0|0|7|2|7|0|0|0|0|0
29060709301|2010-11|10|18|9|16|22|17|20|22|15|11|25|23|21|29|24|13
29060706201|2010-11|23|20|33|35|30|43|47|0|24|22|28|28|37|33|25|0
29060706301|2010-11|12|0|0|0|0|0|0|0|19|0|0|0|0|0|0|0
29060709503|2010-11|1|6|1|3|1|0|0|0|3|1|1|0|4|0|0|0
29060706401|2010-11|13|1|7|7|9|6|5|0|6|7|3|5|5|8|7|0
29060706501|2010-11|2|1|3|4|7|0|0|0|5|5|5|4|7|0|0|0
29060709601|2010-11|8|19|10|16|10|8|0|0|7|13|16|33|8|9|0|0
29060706601|2010-11|27|24|24|20|24|32|23|0|16|26|16|17|16|29|23|0
29060706701|2010-11|25|1|0|2|30|50|56|0|31|0|1|1|36|19|35|0
29060706702|2010-11|5|0|1|0|1|0|0|0|3|4|3|4|2|0|0|0
29060707002|2010-11|10|8|7|12|8|0|0|0|10|3|1|3|6|0|0|0
29060707901|2010-11|2|2|2|5|2|0|0|0|8|4|4|2|3|0|0|0
29060707201|2010-11|5|7|9|10|7|10|0|0|5|7|9|3|6|12|0|0
29060707301|2010-11|29|35|21|22|20|14|24|0|32|20|27|23|28|23|27|0
29060708101|2010-11|8|4|7|14|12|9|0|0|17|8|14|11|15|7|0|0
29060707601|2010-11|8|3|10|3|5|0|0|0|10|7|12|5|6|0|0|0
29060707701|2010-11|12|14|4|5|1|0|0|0|10|9|6|6|6|0|0|0
29060708401|2010-11|5|5|7|6|7|0|0|0|5|6|5|6|6|0|0|0
29060707902|2010-11|14|9|15|18|18|14|12|0|16|28|24|8|7|14|1|0
29060708701|2010-11|8|9|9|13|11|11|0|0|9|8|11|8|10|8|0|0
29060710602|2010-11|2|0|3|1|1|0|0|0|2|3|3|3|4|0|0|0
29060708201|2010-11|2|2|0|2|4|0|0|0|2|4|1|3|2|0|0|0
29060709701|2010-11|29|22|23|22|20|17|14|0|25|17|24|28|24|15|22|0
29060708501|2010-11|8|5|11|8|6|0|0|0|7|10|2|8|8|0|0|0
29060709901|2010-11|13|9|4|7|9|12|4|0|6|9|4|7|5|14|6|0
29060708602|2010-11|16|18|30|34|17|32|35|0|14|17|38|22|22|24|17|0
29060709504|2010-11|6|10|10|2|3|4|2|0|7|15|13|6|10|8|8|0
29060708901|2010-11|11|13|25|14|7|10|9|0|12|25|30|19|21|11|14|0
29060708902|2010-11|3|2|4|0|3|0|0|0|3|0|2|4|2|0|0|0
29060709001|2010-11|13|9|9|12|2|0|0|0|16|16|10|16|11|0|0|0
29060709201|2010-11|14|12|14|19|17|14|16|0|22|16|12|24|15|12|15|0
29060709902|2010-11|6|5|6|10|9|0|0|0|7|2|7|4|11|0|0|0
29060709401|2010-11|28|8|24|13|11|12|4|0|29|9|18|4|8|5|1|0
29060709502|2010-11|27|34|34|39|34|30|44|0|21|31|23|32|26|30|29|0
29060710101|2010-11|15|13|15|9|8|0|0|0|18|16|14|19|16|0|0|0
29060709505|2010-11|17|12|29|9|11|0|0|0|21|15|13|17|9|0|0|0
29060710302|2010-11|10|20|16|16|12|0|0|0|8|9|8|22|15|0|0|0
29060709801|2010-11|22|34|20|18|21|20|17|13|28|27|25|19|23|19|18|15
29060709802|2010-11|2|0|1|1|1|0|0|0|1|6|1|2|1|0|0|0
29060709803|2010-11|3|2|3|5|9|0|0|0|4|2|3|9|4|0|0|0
29060710001|2010-11|11|21|15|14|18|17|16|7|20|14|13|12|3|10|4|2
29060710002|2010-11|11|5|10|7|7|0|0|0|5|3|3|17|9|0|0|0
29060710201|2010-11|1|6|4|3|5|0|0|0|3|1|4|3|4|0|0|0
29060710301|2010-11|6|15|4|9|2|6|9|0|8|9|8|10|6|15|1|0
29060710401|2010-11|5|7|6|7|10|0|0|0|6|9|10|6|6|0|0|0
29060710501|2010-11|4|5|7|10|5|0|0|0|2|7|5|6|2|0|0|0
29060710801|2010-11|8|9|14|15|14|19|13|0|9|11|18|11|19|11|14|0
29060710601|2010-11|21|15|19|32|14|16|16|17|31|22|19|29|18|12|8|11
29060706704|2010-11|4|6|2|2|7|0|0|0|2|4|4|3|3|0|0|0
29060706705|2010-11|4|3|2|1|0|0|0|0|3|3|5|2|4|0|0|0
29060706710|2010-11|24|15|18|12|8|11|9|0|6|4|6|1|5|2|0|0
29060706801|2010-11|15|15|15|11|15|11|9|12|17|13|24|11|3|6|13|5
29060706901|2010-11|5|2|1|2|5|0|0|0|6|4|4|4|5|0|0|0
29060707001|2010-11|3|0|0|1|0|0|0|0|5|0|0|0|0|0|0|0
29060704102|2010-11|15|12|19|24|21|40|49|0|16|24|16|21|22|34|33|0
29060704103|2010-11|8|5|3|4|4|0|0|0|5|5|6|3|3|0|0|0
29060704105|2010-11|16|20|17|15|14|0|0|0|8|7|2|5|2|0|0|0
29060711106|2010-11|8|7|11|18|13|10|6|0|14|15|16|8|22|27|22|0
29060711114|2010-11|7|21|16|19|9|8|10|0|12|19|18|18|10|27|13|0
29060710603|2010-11|2|0|4|3|0|0|0|0|2|4|2|0|0|0|0|0
29060710701|2010-11|13|8|11|6|6|12|21|31|4|12|8|4|3|3|18|21
29060712301|2010-11|25|43|42|50|26|36|32|0|21|31|33|33|12|27|24|0
29060710901|2010-11|21|19|25|28|23|17|12|0|23|24|36|23|22|16|9|0
29060710902|2010-11|3|4|0|0|0|0|0|0|8|7|0|0|0|0|0|0
29060711001|2010-11|9|8|13|7|12|10|9|0|11|12|14|24|8|7|14|0
29060711102|2010-11|9|14|16|18|14|22|22|0|16|8|13|10|10|14|12|0
29060712802|2010-11|23|13|19|19|16|0|0|0|3|7|14|7|4|0|0|0
29060711107|2010-11|31|35|40|38|51|37|28|0|35|29|53|43|46|34|33|0
29060711121|2010-11|4|9|11|18|0|0|0|0|10|11|10|3|21|20|24|0
29060712901|2010-11|19|9|10|2|4|0|0|0|12|7|13|9|5|0|0|0
29060711135|2010-11|8|15|26|28|18|14|23|0|35|39|51|68|84|89|32|0
29060713001|2010-11|2|2|1|3|0|0|0|0|0|4|2|1|0|0|0|0
29060713301|2010-11|6|4|10|14|6|0|0|0|6|8|11|8|9|0|0|0
29060713401|2010-11|12|10|13|15|17|11|11|0|10|10|12|10|11|19|14|0
29060713601|2010-11|28|22|23|33|22|45|66|0|21|14|17|22|17|26|43|0
29060711136|2010-11|10|14|21|19|37|40|16|0|15|22|25|30|55|52|40|0
29060713602|2010-11|2|3|5|2|5|0|0|0|5|4|8|7|5|0|0|0
29060713604|2010-11|4|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0
29060713605|2010-11|23|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0
29060713702|2010-11|4|5|4|5|6|0|0|0|4|3|2|4|3|0|0|0
29060711148|2010-11|6|8|8|11|12|0|0|0|5|9|8|8|8|0|0|0
29060711154|2010-11|15|13|20|23|18|15|10|7|16|12|16|17|20|27|27|20
29060713703|2010-11|2|3|5|5|3|2|0|0|8|8|4|5|4|4|5|0
29060713901|2010-11|12|16|16|11|33|28|32|21|7|12|25|22|13|21|15|15
29060713903|2010-11|4|4|6|7|9|0|0|0|4|7|8|7|9|0|0|0
29060713906|2010-11|48|41|26|32|22|14|10|0|13|16|18|11|12|6|5|0
29060713907|2010-11|12|3|4|9|21|19|0|0|10|6|9|8|13|28|0|0
29060713909|2010-11|4|5|9|5|6|0|0|0|6|6|10|3|5|0|0|0
29060713910|2010-11|21|1|1|1|0|0|0|0|17|1|1|0|0|0|0|0
29060714201|2010-11|5|6|12|5|8|0|0|0|8|10|1|5|2|0|0|0
29060711162|2010-11|10|1|0|0|0|1|0|0|13|0|2|1|1|1|0|0
29060714301|2010-11|17|15|13|14|18|14|19|0|13|19|20|18|17|20|16|0
29060714303|2010-11|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29060714601|2010-11|22|17|17|17|14|11|0|0|15|8|15|14|12|7|0|0
29060714801|2010-11|10|8|15|15|9|0|0|0|10|12|9|10|7|0|0|0
29060715001|2010-11|9|13|15|17|16|4|10|0|16|16|15|13|10|13|9|0
29060711166|2010-11|54|39|45|50|37|34|39|28|47|42|61|42|39|43|46|47
29060711173|2010-11|4|5|8|2|0|0|0|0|4|5|3|8|0|0|0|0
29060715101|2010-11|10|3|5|4|4|0|0|0|5|6|6|6|3|0|0|0
29060715401|2010-11|9|12|18|18|11|6|0|0|12|18|17|16|12|7|0|0
29060711175|2010-11|7|9|14|9|16|3|2|0|10|12|23|19|13|10|7|0
29060715501|2010-11|13|14|16|12|8|15|22|17|12|17|10|14|7|22|16|12
29060711178|2010-11|20|17|12|6|14|9|7|0|13|6|7|8|9|5|9|0
29060715503|2010-11|4|1|4|5|3|0|0|0|5|6|3|2|3|0|0|0
29060711179|2010-11|10|14|13|6|5|5|6|0|16|21|20|19|17|18|23|0
29060715504|2010-11|8|13|12|11|10|0|0|0|8|7|8|12|13|0|0|0
29060712804|2010-11|17|9|9|20|0|0|0|0|22|5|8|7|0|0|0|0
29060713701|2010-11|25|14|26|28|28|24|26|19|26|25|25|30|15|31|20|21
29060716398|2010-11|6|8|5|10|0|0|0|0|10|9|13|14|0|0|0|0
29060713201|2010-11|22|20|12|12|15|11|0|0|9|14|18|19|3|5|0|0
29060713801|2010-11|6|14|6|16|11|20|8|0|9|18|11|18|18|14|15|0
29060715301|2010-11|4|5|7|11|9|0|0|0|5|9|8|8|13|0|0|0
29060713501|2010-11|33|26|29|29|15|16|10|13|35|25|16|14|16|13|9|12
29060715801|2010-11|1|2|1|3|5|0|0|0|2|2|2|4|0|0|0|0
29060714401|2010-11|16|11|14|10|13|4|0|0|9|12|9|9|11|12|0|0
29060716363|2010-11|8|9|10|6|5|6|3|0|8|4|5|10|8|1|2|0
29060713908|2010-11|0|0|0|0|0|29|20|25|0|0|0|0|0|6|8|9
29060715502|2010-11|6|5|8|5|4|0|0|0|8|7|1|4|5|0|0|0
29060713904|2010-11|0|8|11|10|12|9|15|10|6|6|2|5|3|1|2|10
29060714901|2010-11|16|11|14|6|6|0|0|0|11|10|9|6|3|0|0|0
29060714001|2010-11|17|14|18|19|12|10|11|0|10|10|27|18|12|10|11|0
29060715701|2010-11|3|7|2|5|4|0|0|0|7|6|4|0|1|0|0|0
29060716501|2010-11|50|53|34|21|23|17|0|0|34|23|24|22|13|10|0|0
29060715505|2010-11|5|6|8|8|6|3|7|0|5|5|7|3|5|6|18|0
29060716201|2010-11|4|4|4|4|1|0|0|0|10|6|0|1|3|0|0|0
29060716370|2010-11|1|1|1|3|4|1|1|0|3|2|1|1|0|0|0|0
29060716399|2010-11|25|29|25|23|25|20|15|0|20|26|15|17|16|20|15|0
29060711188|2010-11|3|4|6|5|8|6|5|0|7|7|5|6|5|4|9|0
29060711191|2010-11|3|7|15|7|16|6|4|0|4|6|3|5|1|6|0|0
29060711192|2010-11|5|3|8|7|5|5|3|0|5|4|9|4|8|10|15|0
29060711201|2010-11|10|4|16|8|10|0|0|0|12|13|9|18|8|0|0|0
29060711301|2010-11|10|16|7|8|7|5|0|0|16|10|8|7|7|8|0|0
29060711501|2010-11|7|7|5|3|10|0|0|0|6|2|4|3|4|0|0|0
29060711601|2010-11|15|17|18|27|18|15|6|0|16|13|23|9|15|11|9|0
29060711603|2010-11|12|16|0|0|0|0|0|0|8|5|0|0|0|0|0|0
29060711701|2010-11|7|5|5|4|3|0|0|0|3|7|4|3|5|0|0|0
29060711801|2010-11|17|12|11|7|11|14|17|0|21|16|13|14|5|5|10|0
29060711901|2010-11|19|18|10|15|14|13|15|0|15|19|19|19|15|3|11|0
29060712001|2010-11|18|22|24|29|28|35|37|0|22|24|22|19|29|42|20|0
29060712002|2010-11|5|3|2|6|2|0|0|0|11|7|8|0|4|0|0|0
29060716507|2010-11|6|3|14|9|4|8|5|0|2|4|13|20|16|11|13|0
29060712201|2010-11|32|23|14|13|14|16|16|14|24|23|19|25|24|22|22|9
29060712302|2010-11|5|1|7|3|2|4|4|1|9|8|14|7|5|7|11|15
29060712303|2010-11|16|11|18|9|8|0|0|0|9|10|9|16|18|0|0|0
29060712401|2010-11|3|3|3|8|2|3|0|0|9|3|5|3|7|7|0|0
29060712402|2010-11|3|5|3|3|2|0|0|0|2|4|5|3|3|0|0|0
29060712501|2010-11|14|14|21|13|23|9|19|13|21|16|20|16|15|16|8|12
29060712601|2010-11|9|0|2|0|0|0|0|0|13|0|1|0|0|0|0|0
29060712602|2010-11|19|7|8|12|7|0|0|0|3|0|2|3|0|0|0|0
29060712701|2010-11|12|27|31|14|19|18|14|15|21|7|31|16|15|29|5|20
29060716508|2010-11|38|27|34|27|48|52|49|0|25|25|36|36|35|41|34|0
29060716511|2010-11|0|0|0|0|0|0|0|0|232|204|215|218|195|0|0|0
29060712702|2010-11|17|1|1|0|1|0|0|0|9|0|1|0|0|0|0|0
29060716909|2010-11|20|22|17|31|20|48|40|0|22|13|17|22|20|34|33|0
29060717402|2010-11|0|0|0|0|0|90|104|144|0|0|0|0|0|66|67|85
29060716509|2010-11|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|21
29060717601|2010-11|12|10|5|0|0|0|0|0|6|4|2|2|0|0|0|0
29060716512|2010-11|28|29|31|30|41|0|0|0|10|4|5|6|1|0|0|0
29060716513|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|190|186|176
29060716515|2010-11|23|27|21|27|18|19|28|0|25|28|26|21|16|19|32|0
29060716516|2010-11|3|4|10|9|6|7|7|0|7|8|10|12|9|7|11|0
29060716517|2010-11|0|0|0|0|0|0|0|80|0|0|0|0|0|0|0|1
29060716520|2010-11|10|17|16|16|8|20|22|0|10|10|20|17|24|43|36|0
29060716522|2010-11|60|32|58|53|57|53|45|53|24|27|27|30|33|25|34|26
29060716523|2010-11|14|13|6|2|0|0|0|0|10|5|3|5|0|0|0|0
29060716524|2010-11|26|3|2|6|6|0|0|0|6|3|2|1|1|0|0|0
29060716526|2010-11|7|7|6|5|6|0|0|0|3|2|4|5|5|0|0|0
29060716527|2010-11|36|34|25|16|15|0|0|0|16|12|14|8|4|0|0|0
29060717704|2010-11|23|27|16|34|13|5|2|9|16|10|18|15|12|4|9|2
29060716603|2010-11|15|13|20|13|10|24|12|0|9|15|12|18|12|11|16|0
29060716604|2010-11|18|13|15|11|17|11|9|4|5|8|7|6|7|5|5|1
29060716605|2010-11|0|0|0|0|0|25|19|23|0|0|0|0|0|25|18|24
29060716608|2010-11|30|4|2|2|6|4|3|3|16|1|1|0|3|2|3|2
29060716609|2010-11|0|0|0|0|0|35|0|0|0|0|0|0|0|20|0|0
29060716610|2010-11|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0
29060716701|2010-11|7|4|8|12|11|6|5|0|12|4|15|17|14|9|10|0
29060716702|2010-11|8|4|7|5|6|0|0|0|5|9|7|7|7|0|0|0
29060716705|2010-11|0|0|0|0|39|35|31|27|0|0|0|0|17|15|25|17
29060716709|2010-11|19|16|13|12|10|10|2|5|9|17|10|10|12|9|6|1
29060716710|2010-11|60|69|58|62|64|65|53|57|30|27|30|40|37|26|36|29
29060716711|2010-11|14|16|24|21|24|32|38|33|10|15|11|23|21|19|15|28
29060716801|2010-11|12|16|13|10|17|18|0|0|20|13|16|14|11|13|0|0
29060716802|2010-11|27|19|16|14|15|16|8|10|20|21|12|11|11|15|12|16
29060717801|2010-11|2|6|4|9|3|0|0|0|5|5|6|8|2|0|0|0
29060716803|2010-11|15|9|8|1|15|7|3|7|3|6|8|8|6|5|7|3
29060716901|2010-11|31|25|31|21|30|14|16|0|17|25|25|21|24|16|15|0
29060716906|2010-11|16|17|13|13|12|13|12|9|17|14|10|12|8|13|12|5
29060716907|2010-11|40|35|34|36|13|25|13|5|22|31|37|36|16|9|13|4
29060716908|2010-11|0|0|0|0|16|16|12|18|0|0|0|0|10|11|18|17
29060718802|2010-11|7|17|7|5|9|2|11|0|10|5|12|10|6|7|8|0
29060718803|2010-11|14|19|6|0|0|0|0|0|28|16|12|0|0|0|0|0
29060718901|2010-11|0|0|0|0|0|19|16|11|0|0|0|0|0|17|11|12
29060717804|2010-11|14|17|12|51|12|10|15|10|11|7|12|53|14|12|15|6
29060716910|2010-11|74|71|69|70|59|63|67|0|19|23|21|27|33|27|28|0
29060716911|2010-11|20|20|19|13|19|0|0|0|10|5|11|7|6|0|0|0
29060717001|2010-11|6|10|14|12|13|10|12|0|8|8|7|11|27|18|18|0
29060717002|2010-11|2|4|2|0|0|0|0|0|4|1|4|3|2|0|0|0
29060717003|2010-11|6|6|3|2|7|8|0|0|4|2|4|3|3|4|0|0
29060718003|2010-11|19|20|18|26|53|36|37|36|17|17|16|11|23|27|35|29
29060717101|2010-11|38|43|32|22|23|14|14|25|30|30|28|26|27|21|21|21
29060717102|2010-11|8|3|5|6|0|0|0|0|5|7|4|0|0|0|0|0
29060718108|2010-11|31|33|39|21|37|19|44|0|29|38|39|39|48|43|47|0
29060717705|2010-11|17|33|24|20|40|36|36|0|17|28|25|33|29|32|28|0
29060717707|2010-11|4|3|2|4|5|0|0|0|1|0|5|0|9|0|0|0
29060718715|2010-11|6|0|1|1|0|1|0|0|13|1|1|2|0|0|0|0
29060717802|2010-11|22|32|24|22|30|50|27|0|16|21|22|24|19|23|35|0
29060717803|2010-11|14|17|12|9|10|9|12|15|11|7|12|13|12|14|11|15
29060719204|2010-11|19|19|21|19|19|25|23|0|19|22|20|21|20|15|18|0
29060718001|2010-11|2|3|4|3|1|0|0|0|2|4|3|2|5|0|0|0
29060718002|2010-11|22|16|21|12|24|25|20|0|29|25|33|29|22|19|25|0
29060719211|2010-11|14|18|22|12|15|0|0|0|27|21|25|12|7|0|0|0
29060718004|2010-11|2|12|11|14|16|22|23|0|5|11|19|21|25|22|18|0
29060718005|2010-11|8|7|17|18|25|26|33|36|5|4|9|14|18|28|20|27
29060719303|2010-11|3|5|5|3|2|0|0|0|7|3|2|6|6|0|0|0
29060718006|2010-11|12|11|7|8|6|6|1|0|10|7|7|1|2|2|0|0
29060718105|2010-11|26|13|10|3|5|0|0|0|9|6|7|8|7|0|0|0
29060718106|2010-11|9|11|7|16|21|12|22|0|16|10|16|16|16|16|21|0
29060718109|2010-11|35|30|35|35|28|33|30|32|29|16|17|25|35|20|28|10
29060718110|2010-11|5|2|5|1|3|0|0|0|3|10|11|9|11|0|0|0
29060718112|2010-11|6|11|14|21|29|20|36|29|6|7|6|14|19|15|30|28
29060718302|2010-11|12|24|21|20|21|9|19|0|22|27|24|17|22|18|13|0
29060718303|2010-11|0|43|4|2|13|12|2|0|0|31|31|11|17|4|0|0
29060718304|2010-11|48|55|53|76|37|19|41|0|54|63|52|71|55|39|45|0
29060718305|2010-11|9|9|7|6|3|0|0|0|12|6|8|4|2|0|0|0
29060718601|2010-11|9|12|9|24|11|16|16|0|20|14|13|9|6|2|15|0
29060718602|2010-11|31|21|38|61|33|19|35|0|22|41|48|61|52|32|31|0
29060718706|2010-11|7|19|18|26|14|24|17|0|13|19|25|20|17|20|20|0
29060718707|2010-11|28|27|30|27|24|18|0|0|18|16|14|14|13|16|0|0
29060718708|2010-11|17|16|16|16|20|14|22|14|10|5|4|8|12|7|17|2
29060720007|2010-11|9|10|6|5|5|4|4|0|5|4|1|3|5|5|2|0
29060720008|2010-11|12|14|6|9|7|0|0|0|6|7|8|10|8|0|0|0
29060720009|2010-11|10|6|7|10|10|0|0|0|13|4|9|10|15|0|0|0
29060718709|2010-11|0|0|0|0|0|0|0|18|0|0|0|0|0|0|0|11
29060718712|2010-11|33|34|31|18|22|20|13|0|32|22|18|21|13|21|21|0
29060718716|2010-11|2|5|4|4|8|0|0|0|3|6|14|8|6|0|0|0
29060718717|2010-11|10|12|12|12|9|10|13|0|10|12|8|9|6|5|4|0
29060718718|2010-11|14|0|0|0|0|0|0|0|11|0|0|0|0|0|0|0
29060719203|2010-11|33|28|36|44|45|43|44|0|37|54|42|40|58|59|71|0
29060719201|2010-11|9|7|4|8|4|0|0|0|15|19|16|11|9|0|0|0
29060719206|2010-11|75|54|14|11|37|46|39|32|35|40|7|9|35|37|28|19
29060719207|2010-11|20|34|21|13|14|30|9|0|11|14|12|9|11|10|2|0
29060719208|2010-11|6|6|7|13|2|0|0|0|9|3|8|8|6|0|0|0
29060719306|2010-11|38|20|31|9|20|4|4|0|15|12|18|10|7|11|1|0
29060719209|2010-11|8|12|11|23|21|13|17|0|6|17|13|14|21|8|13|0
29060719210|2010-11|0|0|0|0|27|32|23|47|0|0|0|0|21|20|13|32
29060719213|2010-11|7|0|1|0|0|0|0|0|11|0|0|0|0|0|0|0
29060719302|2010-11|12|5|2|3|4|0|0|0|9|7|2|7|5|0|0|0
29060717301|2010-11|23|21|28|20|21|21|24|0|23|24|16|18|16|20|25|0
29060717401|2010-11|51|51|54|66|98|0|0|0|33|33|49|35|72|0|0|0
29060719407|2010-11|9|6|8|17|14|0|0|0|10|5|3|10|2|0|0|0
29060719304|2010-11|23|17|32|34|24|32|20|27|23|19|32|35|27|15|29|31
29060719305|2010-11|36|16|36|35|41|70|35|0|25|12|28|43|40|43|23|0
29060719311|2010-11|22|8|12|10|7|11|4|0|16|16|14|11|6|13|4|0
29060719312|2010-11|20|13|8|4|16|0|0|0|9|8|8|5|10|0|0|0
29060719313|2010-11|20|7|5|6|3|0|0|0|12|8|3|4|3|0|0|0
29060719316|2010-11|31|42|32|9|10|6|31|0|13|20|26|9|16|7|16|0
29060719319|2010-11|0|0|0|0|36|19|12|0|0|0|0|2|2|31|0|0
29060719320|2010-11|3|3|4|0|4|0|0|0|5|2|0|2|2|0|0|0
29060800808|2010-11|17|0|0|0|0|0|0|0|5|0|0|0|0|1|0|0
29060719403|2010-11|8|6|3|3|3|6|7|0|4|1|7|6|4|8|7|0
29060719406|2010-11|40|33|20|27|21|12|10|12|25|19|19|14|20|22|19|24
29060719408|2010-11|28|22|22|10|10|0|0|0|12|6|8|0|4|0|0|0
29060719602|2010-11|7|13|19|19|18|23|13|0|14|15|15|17|26|21|17|5
29060719603|2010-11|10|8|5|15|12|28|23|0|4|12|11|10|14|21|14|0
29060719605|2010-11|2|4|0|0|0|0|0|0|2|4|0|0|0|0|0|0
29060719801|2010-11|20|20|20|20|26|11|19|0|23|21|17|19|21|21|15|0
29060719802|2010-11|13|16|29|28|25|23|20|0|21|12|26|22|14|22|26|0
29060719805|2010-11|6|8|8|9|7|6|11|0|7|10|10|13|9|12|7|0
29060720001|2010-11|17|4|4|5|4|0|0|0|7|4|3|2|6|0|0|0
29060720002|2010-11|2|2|2|5|7|0|0|0|1|2|2|7|4|0|0|0
29060720003|2010-11|9|9|1|4|5|0|0|0|1|4|2|8|6|0|0|0
29060720004|2010-11|4|7|9|17|10|12|12|0|10|8|10|12|11|12|10|0
29060720005|2010-11|43|39|38|22|13|13|8|0|29|31|19|25|12|9|13|0
